"COMP_ID","COMP_NM","COMP_LONG_NM","ISIN_CODE","TICKER"
"18484",Jupiter Wagons Limited,,,
"6455",IFGL Refractor,IFGL Refractories Ltd,INE023B01012,
"17928",TVS Holdings Limited,,,
"17343",Razorpay Software Private Limited,,,
"6092",Tilaknagar Inds.,Tilaknagar Industries Ltd,INE133E01013,
"19044",Sekisui Specialty Chemicals,,,
"6580",Shriram EPC,,INE964H01014,
"17923",JNK India Limited,,,
"6489",Reliance Broadcast Network,,,
"7655",Indosolar Ltd,,INE866K01015,
"8095",Bharat EarthMove,Bharat Earth Movers Ltd,INE258A01016,
"19183",Amagi Media Labs Private Limited,,,
"6840",Pratibha Inds,Pratibha Industries Ltd,INE308H01022,
"17007",Gupshup,,,
"5884",Rain Industries Ltd,,,
"6836",Medtronic Inc.,,,
"6844",Vardhman Textile,Vardhman Textiles Ltd,INE825A01012,NVTEX IN Equity
"16935",Sun Art Retail Group ,,,
"7536",Asian Granito India,,,NASIAN IN Equity
"6676",Cognizant Tech,,,
"7478",KSK Energy Ven,KSK Energy Ven,,
"18083",Aarti Pharmalabs Limited,,,
"6517",Great Offshore Ltd,Great Offshore Ltd,,
"6133",Novartis India,Novartis India Ltd,INE234A01025,
"6498",DSP Merriyll  Lynch,,,
"6414",Manganese Ore India ltd,,,
"16183",Prabhat Fertilizers ,,,
"6422",Venus Remedies,Venus Remedies Ltd,INE411B01019,
"7816",Acropetal Technologies Ltd,,INE055L01013,
"6428",DCM Shriram Limited,,,
"7228",General Electric Co.(US Company),,,
"6156",Mold-Tek Packaging Limited,,,
"15848",Magma HDI General Insurance,,,
"19247",LG Chem,,,
"6191",Ambuja Cements,Ambuja Cements,,NACEM IN Equity
"6995",Vodafone (US Company),,,
"15566",Powerschool Holdings Inc,,,
"15403",Yatharth Hospital & Trauma Care Services Limited,,,
"8280",SABMiller,,,
"7010",Jaihind Projects,Jaihind Projects Ltd,INE343D01010,
"15703",CK Birla Group,,,
"7989",Unilever NV(US Company),,,
"6775",WBERC,,,
"15846",Coverfox ,,,
"7969",Amtek Auto,Amtek Auto Ltd,INE130C01021,
"17006",Fedbank Financial Services Limited,,,
"6172",Hella India,Hella India Lighting Ltd,INE431D01013,
"7928",Amgen Inc.,,,
"16931",China Resources Land,,,
"15548",TARC Limited,,,
"8012",CEBBCO,,,
"6486",Jhaveri Credits,Jhaveri Credits & Capital Ltd,INE865D01012,
"8466",Can Fin Homes,Can Fin Homes Ltd,INE477A01012,
"6796",Norfolk Southern Corp,,,
"19743",PMEA Solar Tech Solutions Limited,,,
"8695",Jyoti,Jyoti Ltd,INE511D01012,JYTI IN Equity
"7091",JK Lakshmi,JK Lakshmi Cement Ltd,INE786A01032,
"6930",Bombardier,,,
"7464",Time Warner Inc,,,
"19287",Celltrion Inc,,,
"6560",SML Isuzu Ltd,,INE294B01019,
"18103",Mfin Technologies Private Limited,,,
"17663",Epigral Limited,,,
"6389",McCann Erickson,,,
"19404", Oswal Pumps Limited,,,
"6581",Tata Sky,,,
"17924",SIDWAL REFRIGERATION INDUSTRIES PRIVATE LIMITED,,,
"6571",IDFC,Infrastructure Development Finance Company Ltd,INE043D01016,NIDFC IN Equity
"7895",Imagica,,,
"8120",Biogen Inc,,,
"5900",Maha.Shree Umaid,Maharaja Shree Umaid Mills Ltd,INE087D01013,
"6940",NOCIL LTD,,,
"17843",Skites Pharma Limited,,,
"5955",Jyoti Structures,Jyoti Structures Ltd,INE197A01024,
"6853",DCM Shriram India Ltd,,,
"6892",Timbor Home Ltd,,INE346L01016,
"17083",Jupiter Life Line Hospitals Limited,,,
"8045",MCX Ltd,,,
"6758",C& S switch gear Ltd,,,
"7668",AGC Networks,,,
"19763",Regreen-Excel EPC India Limited,,,
"6822",Sanghi Inds.,Sanghi Industries Ltd,INE999B01013,
"6221",Reliance Ind.Inf,Reliance Industrial Infrastructure Ltd,INE046A01015,
"6810",Bajaj Electrical,Bajaj Electricals Ltd,INE193E01025,
"6799",Oriental Hotels,Oriental Hotels Ltd,INE750A01020,
"16936",CK Asset Holdings,,,
"6468",P & G Hygiene,Procter & Gamble Hygiene and Health Care Ltd,INE179A01014,
"7842",Balaji Amines,Balaji Amines Ltd,INE050E01027,
"6465",Merck & Co Inc.,,,
"7449",Syndicate Bank,Syndicate Bank,INE667A01018,NSNDB IN Equity
"6333",Kolte Patil Developers,,,
"16043",British American Tobacco PLC ADR,,,
"19325",UNITED PARCEL SERVICE INC,,,
"6474",Star India Pvt Ltd,,,
"7134",Fernas Constructions Ltd,,,
"16343","360 Realtors",,,
"16963",Cello,,,
"8747",MRF,MRF Ltd,INE883A01011,
"7061",Capital Trust,Capital Trust Ltd,INE707C01018,
"15806",Xpressbees,,,
"8122",ICICI Lombard Ltd,,,
"6817",Omkar Overseas,Omkar Overseas Ltd,INE680D01015,
"16006",Grab,,,
"7991",AMAZON WEB SERVICES,,,
"17350",BEML Limited,,,
"6294",Ashiana Housing,Ashiana Housing & Finance (India) Ltd,INE365D01021,
"8047",Scripbox,,,
"16932",China Mobile,,,
"15883",Biryani By Kilo,,,
"8014",Essel Propack,Essel Propack Ltd,INE255A01020,
"6652",Garware-Wall Rop,Garware-Wall Ropes Ltd,INE276A01018,
"8660",AGS Transact Tech Ltd,,,
"6926",Audi india,,,
"6501",Lanco Infotech,,,
"8985",Den Network,,,
"7289",UTI Bank,UTI Bank Ltd,,
"7017",Pipvav Defence and Offshore Engg Co.Ltd,,,
"7551",Welspun India Ltd ,Welspun India ,INE192B01023,
"19304",EQUITE CONSULTING LIMITED,,,
"6656",IRB InvIT ,,,
"5903",Power Mech Projects Ltd,,INE211R01019,
"18423",CLEARPIER PRIVATE LIMITED,,,
"6626",Zee News,Zee News,,NZEEN IN Equity
"5907",Titagarh Wagon Ltd,Titagarh Wagon Ltd,,
"6619",Powerica Ltd,,,
"19263",Prem Motors,,,
"6863",New Holldand tractors Ltd,,,
"8269",India Factoring and Finance Solutions Pvt Ltd,,,
"8987",Inca Finlease,Inca Finlease Ltd,,
"5986",S P I C,Southern Petrochemicals Industries Corporation Ltd,INE147A01011,
"7131",Amtek India,Amtek India Ltd,INE068D01021,NAMTI IN Equity
"18063",Indo Farm Equipment Limited,,,
"6054",Jindal Stainless,Jindal Stainless Ltd,INE220G01021,NJDSL IN Equity
"6868",Radico Khaitan,Radico Khaitan Ltd,INE944F01028,RDCK IN Equity
"7096",Take Solution,Take Solution,,
"17283",The Anup Engineering Limited,,,
"8205",Renewable power Ltd,,,
"6936",Kirloskar Industries Ltd,,,
"7943",Lowe’s Companies Inc.(U S COMPANY),,,
"5849",Bagrry's India Ltd,,,
"6859",Guidewire Softwrae Inc.,,,
"7062",Bharat Road Network Limited (BRNL),,,
"6960",Koutons Retails,,,
"6909",Kanoria Chem.,Kanoria Chemicals & Industries Ltd,INE138C01024,
"17783",SEAMEC Limited,,,
"6519",J K Cements Ltd,,,
"7874",Prabhat Dairy Limited,,,
"6499",Infinite Computer Solutions Ltd,,,
"7548",Rural Relations,,,
"6401",Agro Dutch Inds.,Agro Dutch Industries Ltd,INE135B01014,
"16143",Styrenix Performance Materials Limited,,,
"6743",IRFC,IRFC,,
"6475",Spice,Spice Ltd,,
"7231",Laurus labs Ltd,,,
"16385",RR Kabel ,,,
"16984",China Merchants Bank ,,,
"8828",Subros,Subros Ltd,INE287B01021,NSUBR IN Equity
"7197",B.L.Kashyap,B.L.Kashyap & Sons Ltd,INE350H01032,NKASH IN Equity
"17364",Airbus Group,,,
"8125",JM Financial,JM Financial Limited,INE780C01023,
"6905",Garware Offshore,Garware Offshore Services Ltd,,
"16131",Sah Polymers Limited,,,
"8025",Samruddhi Cement Ltd,,,
"17444",ANSR Consulting India Private Limited,,,
"6413",MERC,,,
"8107",Ruchi Infrastr.,Ruchi Infrastructure  Ltd,INE413B01023,
"16940",BDO UniBank,,,
"16125",KreditBee,,,
"8180",Suven Life Scie.,Suven Life Sciences Ltd,INE495B01038,
"6701",Hanesbrands Inc,,,
"8922",Knight Frank ,,,
"6934",Deccan Cements,Deccan Cements Ltd,INE583C01013,
"6521",Indian Metal & Ferro Alloys Ltd,,,
"9311",Elder Pharma,Elder Pharmaceuticals Ltd,INE975A01015,NELDP IN Equity
"7339",Orient Green Power Ltd,,,
"7056",Unicorn Organics,Unicorn Organics Ltd,,
"7582",Cupid,Cupid Ltd,INE509F01011,
"6094",U P Lime Chem.,U P Lime Chem Ltd,,
"6755",Union Bank (I),Union Bank of India,INE692A01016,NUNBK IN Equity
"6128",Hind.Copper,Hindustan Copper Ltd,INE531E01026,
"18863",Rane (Madras) Limited,,,
"6681",Mankind Pharma,,,
"5927",Bajaj Finance Ltd,Bajaj Finance Ltd,,
"6695",CtrlS,,,
"5853",EDUCATION  KNOWLEDGE,,,
"6987",Motilal Oswal Financial,Motilal Oswal Financial,,
"8388",Fresenius kabi,,,
"9283",Advanta India Ltd,Advanta India Ltd,,NADV IN Equity
"6258",Mah. Seamless,Maharashtra Seamless Ltd,INE271B01025,
"7751",Clariant (India),Clariant (India) Ltd(merged),,NCLRC IN Equity
"18905",DTDC EXPRESS Limited,,,
"6179",M P PARTNERS,,,
"7210",Pepperfry.com,,,
"7180",GE Shipping Co,Great Eastern Shipping Company Ltd,INE017A01032,
"17905",Bharti Hexacom,,,
"8217",DB Intl.Stock,DB (International) Stock Brokers Ltd,INE921B01025,
"7035",CEA,,,
"7946",Sandhar tech ,,,
"5996",CLP India Pvt Ltd,,,
"6953",Coffee Day Enterprises Ltd,,,
"7106",Crompton Greaves,Crompton Greaves Ltd,INE067A01029,NCRG IN Equity
"7100",Vipul Ltd,Vipul Ltd,INE946H01037,
"6929",Ashok Leyland,Ashok Leyland Ltd,INE208A01029,NAL IN Equity
"17884",Motisons Jewellers Limited,,,
"6544",EID Parry,EID Parry (India) Ltd,INE126A01031,
"7971",franklin resources(US Company),,,
"6671",Tata Teleservice,Tata Teleservices (Maharashtra) Ltd,INE517B01013,NTTLS IN Equity
"7847",Indoco Remedies,Indoco Remedies Ltd,INE873D01024,NINDR IN Equity
"6420",Seshasayee Paper,Seshasayee Paper & Boards Ltd,INE630A01016,NSPB IN Equity
"17183",INOX India Limited,,,
"7375",TVF,,,
"6494",Andhra Sugars,Andhra Sugars Ltd,INE715B01013,NASG IN Equity
"7248",Financial Tech,Financial Technologies (India) Ltd,INE111B01023,
"17064",Digital Lenders Association of India,,,
"17324",Envision Wind Power Technologies India Private Limited,,,
"9152",Marico Kaya Enterprises Ltd,,,
"7232",Linc Pen & Plast,Linc Pen & Plastics Ltd,INE802B01019,
"17386",Kisht,,,
"8156",Sanofi India Ltd,,,
"6924",UFO Moviez,,INE527H01019,
"16223",Ballard Power Systems,,,
"8036",Gati,Gati Ltd,INE152B01027,
"17446",Aig Healthcare Private Limited,,,
"6627",Zodiac Cloth. Co,Zodiac Clothing Company Ltd,INE206B01013,
"8108",Rupa & Company Ltd,,INE895B01021,
"18084",Jubilant Pharmova Limited,,,
"16347",Toyota Motor,,,
"8250",Pondy Oxides,Pondy Oxides & Chemicals Ltd,INE063E01046,
"6756",Bandhan Bank,,,
"8968",Mahindra First Choice,,,
"7238",Starlog Enterprises Ltd,,,
"6693",Andrew Yule & Co,Andrew Yule & Company Ltd,INE449C01025,
"9449",Disha Fincare,,,
"7863",Akzo Nobel India Ltd,,,
"7068",Jagan Lamps,Jagan Lamps Ltd,INE144C01014,
"7657",MIRC Electronics,MIRC Electronics Ltd,INE831A01028,
"6205",Thyrocare Technologies Ltd,Thyrocare Technologies Ltd,,
"6780",AIA Engg,AIA Engineering Ltd,INE212H01026,NAIAE IN Equity
"6243",Orient Cement Ltd ,,,
"19425",IGI Limited,,,
"7148",St Jude Medical Inc(US COMPANY),,,
"6332",Indian Hume Pipe,Indian Hume Pipe Company Ltd,INE323C01030,
"6793",McDowell Holdings,McDowell Holdings,,
"6190",Zuari Holdings Ltd,,,
"7007",Grundfos Pumps Ltd,,,
"8524",W W Grainger Inc,,,
"9753",S Kumars Nation,S.Kumars Nationwide Ltd,INE772A01016,
"6904",eClerx Serv,eClerx Serv,,
"7814",Vardhaman Labs.,Vardhaman Laboratories Ltd,INE503F01014,
"19403",Reliance Jio Infocomm Limited,,,
"6449",Dhampur Sugar,Dhampur Sugar Mills Ltd,INE041A01016,
"7379",Cadila Health,Cadila Healthcare Ltd,INE010B01027,NCDH IN Equity
"7351",Ambala Cements,Ambala Cements Ltd,,
"17947",Hindware Home Innovation Limited,,,
"8302",Redington India Ltd,Redington India Ltd,INE891D01026,
"7212",Relish Pharma,Relish Pharmaceuticals Ltd,INE551C01028,
"8260",Waterbase,Waterbase Ltd,INE054C01015,
"6028",IFCI,IFCI Ltd,INE039A01010,NIFCI IN Equity
"7009",Icreate Software Ltd,,,
"7285",Swaraj Engines,Swaraj Engines Ltd,INE277A01016,
"7268",C & C Constructions Ltd,C & C Constructions Ltd,INE874H01015,
"6947",Sukam power Ltd,,,
"18044",SG Mart Limited,,,
"6545",Godrej Consumer,Godrej Consumer Products Ltd,INE102D01028,NGCPL IN Equity
"8539",MPhasis BFL,MPhasis BFL Ltd,INE356A01018,NMPHL IN Equity
"6728",S A I L,Steel Authority of India Ltd,INE114A01011,NSAIL IN Equity
"7880",Shree Cement,Shree Cement Ltd,INE070A01015,
"6424",Alok Inds.,Alok Industries Ltd,INE270A01011,
"17447",China Petroleum & Chemical Corporation,,,
"7392",Hyundai Motors,Hyundai Motors,,
"6608",Birla Costyn India Ltd,Birla Costyn India Ltd,,
"7450",Triveni Engg.,Triveni Engineering and Industries Ltd,INE256C01024,
"19344",NXP SEMICONDUCTORS NV,,,
"17946",Max Life Insurance Company Limited,,,
"9303",Tata Metaliks Ltd,Tata Metaliks Ltd,INE056C01010,
"7235",N O C I L,National Organic Chemical Industries Ltd,,
"17925",Rashi Peripherals Limited,,,
"8225",Sesa Goa,Sesa Goa Ltd,INE205A01025,NSESA IN Equity
"7032",TRF,TRF Ltd,INE391D01019,TRF IN Equity
"16303",SAMHI Hotels Limited,,,
"8195",Discovery Communications Inc A,,,
"17985",Motilal Oswal Home Finance Limited,,,
"6771",Religare finvest ltd,,,
"8176",RK Foodlands Ltd,,,
"18164",Pothys,,,
"16927",VinFast ,,,
"8423",GIFT FUNDS,,,
"6916",Savita Oil Technology Ltd,,,
"9002",Bajaj Auto Fin,Bajaj Auto Finance Ltd,INE296A01016,
"7438",Lakshmi Energy,Lakshmi Energy & Foods Ltd,INE992B01026,
"6867",Orient Abrasives,Orient Abrasives Ltd,INE569C01020,
"9550",Magpie Global Limited,,,
"7944",Music Broadcast Ltd,,,
"7163",NESCO,NESCO Ltd,INE317F01027,
"7809",Rane (Madras),Rane (Madras) Ltd,INE050H01012,RML IN Equity
"6225",T N Newsprint,Tamil Nadu Newsprint & Papers Ltd,INE107A01015,NTNNP IN Equity
"6827",Bharat Hotels,Bharat Hotels Ltd,,
"6923",Tribovandas Bhimji Zaveri Ltd,,,
"5933",English Indian Clay Ltd,,,
"7254",Nirlon,Nirlon Ltd,INE910A01012,
"6730",Wipro,Wipro Ltd,INE075A01022,NWPRO IN Equity
"6852",Bedmutha Industries Ltd,,INE844K01012,
"6245",Tata Tea,Tata Tea Ltd,INE192A01025,NTT IN Equity
"7247",Coastal Roadways,Coastal Roadways Ltd,INE229E01019,
"8628",Quantum Digital,Quantum Digital Vision India Ltd,INE373C01019,
"7407",Treehouse Education Ltd,,,
"8030",UltraTech Cem,UltraTech Cement Ltd,INE481G01011,NUTCEM IN Equity
"6007",Flipkart,,,
"6532",Tokyo Finance,Tokyo Finance Ltd,INE546D01018,
"7460",S B Energy Ltd,,,
"7976",KRBL,KRBL Ltd,INE001B01026,
"18169",Profectus Capital,,,
"8513",Hinduja Ventures Ltd,Hinduja Ventures Ltd,,
"7246",Bimetal Bearings,Bimetal Bearings Ltd,INE469A01019,
"8666",Jai Balaji Indus,,,
"6185",Shreyas Shipping,Shreyas Shipping & Logistics Ltd,INE757B01015,
"7550",Talwalkars Better Value Fitness Ltd,,INE502K01016,
"7510",Shirpur Gold Ref,Shirpur Gold Refinery Ltd,INE196B01016,
"7301",Tata Sons Ltd,,,
"6997",Zimmer Biomet Holdings Inc.,,,
"6313",HardCastle Rest P Ltd ,,,
"6574",Mahindra CIE Automotive Ltd,,INE536H01010,
"8921",J P Power & Venture,,,
"6880",Lifecell International Ltd,,,
"8350",Maharashtra Hybrid Seeds Co. Ltd,,,
"6433",Hind.Natl.Glass,Hindusthan National Glass & Industries Ltd,INE952A01022,
"18183",Awfis Space Solutions Limited,,,
"7445",Orient Bell Ltd,Orient Bell Ltd,INE607D01018,
"6615",JCB,,,
"7729",Kiran Energy Ltd,,,
"19683",ReNew,,,
"18543",Amphastar Pharmaceuticals Inc,,,
"9528",K S Oils,K S Oils Ltd,INE727D01022,
"7280",Shilpa Medicare,Shilpa Medicare Ltd,INE790G01031,
"19663",Balaji Wafers,,,
"8571",AU Financers,,,
"7080",Axis Bank Ltd,Axis Bank Ltd,INE238A01034,NAXSB IN Equity
"16324",Plug Power ,,,
"8275",Nuzeguddu seed ltd,,,
"19388",Carraro Technologies India Limited,,,
"7674",ITZ Cards (ZEE GROUP),,,
"8210",Wonder Cement,,,
"18425",Mukka Proteins Limited,,,
"16941",KB Financial ,,,
"8961",Bristol Myers Squibb,,,
"6944",Spanco Telesys,Spanco Telesystems & Solutions Ltd,INE360B01026,
"9113",Sales Meet,,,
"7763",Provogue (India),Provogue (India) Ltd,INE968G01033,NPROV IN Equity
"7050",Sakthi Sugars,Sakthi Sugars Ltd,INE623A01011,
"9585",Summit Securities Ltd,,INE519C01017,
"8000",GVK Indus,GVK Indus,,
"7366",Max Financial Services Ltd,,,
"7934",Dish TV India,Dish TV India,,
"6368",Pun. Natl. Fert,Punjab National Fertiliser&Chemicals Ltd (Wound up,,
"6873",CRISIL,CRISIL Ltd,INE007A01025,
"7194",Sterlite Technologies Ltd,Sterlite Technologies Ltd,INE089C01029,
"6033",Neuland Labs.,Neuland Laboratories Ltd,INE794A01010,
"7430",Ever stone capital,,,
"6915",Ravi Kumar Distilleries Ltd,,,
"6985",NPCI,,,
"6522",Kalindee Rail,Kalindee Rail Nirman (Engineers) Ltd,INE178D01010,
"7278",Rane Holdings,Rane Holdings Ltd,INE384A01010,
"8758",V F Corp,,,
"7578",Welspun Corp Ltd ,,,
"8082",ICSA (India),ICSA (India) Ltd,INE306B01029,
"6061",PFS ,,,
"6692",Uttam Sugar Mill,Uttam Sugar Mills Ltd,INE786F01031,
"7476",IL&FS Investment,IL&FS Investment Managers Ltd,INE050B01023,
"8411",Ministry of Finance,,,
"18643",Sharda Motor Industries Limited,,,
"8544",SKF India,SKF India Ltd,INE640A01023,
"7580",Bank of America,,,
"8708",Uninor,,,
"6511",Wells Fargo & Co,,,
"7695",DFM Foods,DFM Foods Ltd,INE456C01012,
"7512",Sumedha Fiscal,Sumedha Fiscal Services Ltd,INE886B01012,
"7402",Pitti Lamination,Pitti Laminations Ltd,INE450D01021,
"7005",Elgi Equipment,Elgi Equipments Ltd,INE285A01027,
"6741",Great Eastern Energy Corporation Ltd,,,
"6838",PG Foils,PG Foils Ltd,INE078D01012,
"8986",Gujarat Urja Vikas Nigam Ltd(GUVNL),,,
"7337",Munjal Showa,Munjal Showa Ltd,INE577A01027,
"8403",Bartronics India,Bartronics India Ltd,INE855F01034,
"6629",Banco Products,Banco Products (India) Ltd,INE213C01025,
"18283",InteQuant Advisors Pvt Limited,,,
"7463",The Hershey Co,,,
"6738",Byke Hospitality Ltd,,,
"7735",NABARD,NABARD,,
"5912",Anant Raj Inds.,Anant Raj Industries Ltd,INE242C01024,
"5850",Apar Inds.,Apar Industries Ltd,INE372A01015,
"9896",Kwality Dairy Ltd,Kwality Dairy (India) Ltd,INE775B01025,
"7377",Bank of Mah.,Bank of Maharashtra,INE457A01014,
"5910",Bank of India,Bank of India,INE084A01016,NBOI IN Equity
"8783",Srinivasa Hatch,Srinivasa Hatcheries Ltd,,
"7410",ACB (India) Ltd,,,
"16443",The Estee Lauder Companies Inc ,,,
"8583",Sandoz ltd,,,
"5848",Aurobindo Pharma Ltd,Aurobindo Pharma Ltd,INE406A01037,NARBP IN Equity
"7711",Thomas Cook (I),Thomas Cook (India) Ltd,INE332A01027,
"8264",Century Plyboard,Century Plyboards (India) Ltd,INE348B01021,
"18843",Shriram Life Insurance,,,
"17003",PhonePe ,,,
"9028",Eicher,Eicher Ltd,,
"7079",Adlabs Films,Adlabs Films Ltd,,NADLF IN Equity
"9171",Repco Home Finance Ltd,,INE612J01015,
"7772",DeleX Cargo,,,
"7114",Mahindra CIEAutomotive Limited,,,
"9884",Dhunseri Petrochem & Tea   Ltd,,,
"8292",Hanung Toys & Textiles,Hanung Toys & Textiles,,
"7391",Hitachi Home,Hitachi Home & Life Solutions (I) Ltd,INE782A01015,
"8382",Birla Shloka Edutech Ltd,,INE814E01018,
"6630",Bhansali Engg.,Bhansali Engineering Polymers Ltd,INE922A01025,
"7202",Essel Mining,,,
"7216",Steel Strips,Steel Strips Ltd,,
"6187",Valecha Eng,Valecha Engineering Ltd,INE624C01015,NVLCE IN Equity
"7561",JSW Energy,,INE121E01018,
"7019",Reliance Mutual Fund,,,
"7021",Sharda Cropchem Ltd,,INE221J01015,
"6740",Career Point ,,INE521J01018,
"7332",Lakshmi Machine Works Ltd,Lakshmi Machine Works Ltd,INE269B01029,
"8836",City Union Bank,City Union Bank Ltd,INE491A01021,
"7666",Varian Medical systems,,,
"8143",Gokul Refoils & Solvent Ltd,Gokul Refoils & Solvent Ltd,,
"6251",Bloomberg Convertible Bond,,,
"7004",Electrost.Cast,Electrosteel Castings Ltd,INE086A01029,NELSC IN Equity
"7638",Persistent Systems Ltd,,INE262H01013,
"8796",John deere Ltd ,,,
"18743",Anglo American PLC ,,,
"8677",RIGHT FUNDS,,,
"7952",Anadarko Petroleum,,,
"8881",polycab ltd,,,
"6564",Alembic,,INE426A01027,
"7834",Sadbhav Engg,Sadbhav Engineering Ltd,INE226H01026,NSADE IN Equity
"7573",Skechers USA Inc,,,
"7651",Hindalco Inds,Hindalco Industries Ltd,INE038A01020,NHNDL IN Equity
"7471",Conferance Meeting Notes ,,,
"6989",Phillips Carbon Black Ltd,Phillips Carbon Black Ltd,INE602A01015,NPHCB IN Equity
"7049",Money Matters Financial,,,
"9039",Sesa Sterlite Ltd,,,
"7818",C S Conferance - 2017,,,
"8484",Zen Technologies,Zen Technologies Ltd,INE251B01027,
"6697",Cisco Systems Inc.(US Company),,,
"19285",Manjushree Technopack Limited,,,
"7488",Rama Phosphates,Rama Phosphates Ltd,INE809A01024,
"6825",That’s Personal,,,
"7781",Infosys Tech,Infosys Technologies Ltd,INE009A01021,NINFO IN Equity
"5999",Emar MGF,,,
"5909",AXN India Ltd,,,
"7384",Energizer Holdings Inc (US Company),,,
"6130",Honda Motor Co. Ltd,,,
"8869",UB Engg.,UB Engineering Ltd,INE328C01013,
"7613",OMDC Ltd,,,
"17445",Grid Dynamics,,,
"8612",Titan Securities,Titan Securities Ltd,INE090D01017,
"6006",Godawari Power&I,Godawari Power & Ispat Ltd,INE177H01013,
"7806",Nasscom,,,
"8399",Wal Mart,Wal Mart,,
"5949",Allcargo Global Logistics Ltd,Allcargo Global Logistics Ltd,INE418H01029,NAGLL IN Equity
"17544",Juniper Hotels Private Limited,,,
"9155",SKS Micro finance,,,
"7298",Omnitech Info,Omnitech Info,,
"9216",Hinduja Global Solutions,Hinduja Global Solutions,,
"7859",Supreme Inds.,Supreme Industries Ltd,INE195A01028,
"7199",Cummins India,Cummins India Ltd,INE298A01020,NKKC IN Equity
"9930",Cosmo Films,Cosmo Films Ltd,INE757A01017,
"8738",Compass Minerals International Inc.,,,
"7627",Gammon Infra,,,
"8734",CavinKare Pvt Ltd.,,,
"6704",Kamat Hotels,Kamat Hotels (India) Ltd,INE967C01018,
"7594",Majesco,,,
"7741",Thyssenkrupp,,,
"6287",Snehanjali Appliances,,,
"8035",Clarisis Organic,Clarisis Organics Ltd,,
"7439",Loha Ispaat Ltd,,,
"7166",Responsive Industries Ltd,,INE688D01026,
"6833",Indian Seam.Met,Indian Seamless Metal Tubes Ltd(merged),,
"7808",Omkar Speciality Chemicals Ltd,,INE474L01016,
"8856",Kalyani Steels,Kalyani Steels Ltd,INE907A01026,KS IN Equity
"7764",Punjab and Sind Bank,,,
"8884",T N Petro Prod.,Tamil Nadu Petro Products Ltd,INE148A01019,
"6329",Bhartiya Intl.,Bhartiya International Ltd,INE828A01016,
"7116",MIP,,,
"7903",Madison World,,,
"8931",Saurashtra Freight Pvt Ltd,,,
"19244",Fourth Partner Energy,,,
"9041",Samvardhana Motherson Finance Ltd,,,
"8298",Reliance Retails,,,
"8897",Gabriel India,Gabriel India Ltd,INE524A01029,
"6785",Fag Bearings,Fag Bearings India Ltd,INE513A01014,
"7909",Alkem Laboratories Ltd,,,
"7755",GIST OF LEARNINGS (from losses booked),,,
"7718",Zuari Agrochemical Ltd,,,
"7475",Hind.Construct,Hindustan Construction Company Ltd,INE549A01026,
"7143",IP Soft India Ltd,,,
"7181",IndoCount Fin,IndoCount Finance Ltd,,
"9342",Renaissance Jewellery,,,
"8101",Microland,,,
"8565",Sterling Biotech,Sterling Biotech Ltd,INE324C01038,
"7028",VBC Ferro Alloys,VBC Ferro Alloys Ltd,INE114E01013,
"5896",Dynamatic Tech.,Dynamatic Technologies Ltd,INE221B01012,
"7608",LIC Housing Fin,LIC Housing Finance Ltd,INE115A01026,NLICHF IN Equity
"7208",Mondelez International Inc.(US COMPANY),,,
"7927",TSG Impex Ltd,,,
"6229",Bongaigaon Ref,Bongaigaon Refinery & Petrochemicals Ltd,,NBRPL IN Equity
"5926",Asian Oilfield,Asian Oilfield Services Ltd,INE276G01015,
"7482",Man Inds.,Man Industries (India) Ltd,INE993A01026,
"6377",Binani Cements,,,
"8891",Andromeda,,,
"7831",Praj Inds,Praj Industries Ltd,INE074A01025,NPRJ IN Equity
"17463",Gloplax,,,
"8933",Wyeth,Wyeth Ltd,,
"6310",Dr Reddy's Labs,Dr Reddy's Labs,INE089A01023,NDRRD IN Equity
"7826",ITD Cem,ITD Cementation India Ltd,INE686A01026,
"8711",Daikaffil Chem,Daikaffil Chemicals India Ltd,INE789B01018,
"6281",Phoenix ARC Ltd,,,
"18023",UNICOMMERCE ESOLUTIONS PRIVATE LIMITED,,,
"9354",Bilcare,Bilcare Ltd,INE986A01012,
"7397",Kirl. Brothers,Kirloskar Brothers Ltd,INE732A01036,
"9338",PG Electroplast Ltd,,INE457L01011,
"7901",MAS Financial Services Ltd,,,
"7214",SPML,,,
"9934",Jagsonpal Pharma,Jagsonpal Pharmaceutical Ltd,INE048B01027,
"9033",Jubilant Organ,Jubilant Organ,INE700A01033,
"7643",Texmaco,Texmaco Ltd,INE435C01024,NTXM IN Equity
"8912",ENIL,,,
"6816",Panasonic Batt,Panasonic Battery India Company Ltd,,
"7942",Micromax Infomatics Ltd,,,
"7889",Apollo Tyres,Apollo Tyres Ltd,INE438A01022,NAPTY IN Equity
"6345",Yebhi.com,,,
"8146",India TV,,,
"7845",CIFCO Finance,CIFCO Finance Ltd,,
"7607",Lavasa City,,,
"6902",EMCO,EMCO Ltd,INE078A01026,
"7876",Purvankara Projects,,,
"8901",NEXA dealer Ltd,,,
"7776",Ecom Express,,,
"8929",Rajasthan Patrika,,,
"6406",Gateway Rail Freight Ltd,,,
"7170",Vikas Wsp,Vikas Wsp Ltd,INE706A01022,
"8827",Techno Electric,Techno Electric & Engineering Company Ltd,INE286K01024,
"9097",Excel Inds.,Excel Industries Ltd,INE369A01029,
"5862",Rainbow hospitals,,,
"9044",Tiffany & Co.,,,
