"COMP_ID","COMP_NM","COMP_LONG_NM","ISIN_CODE","TICKER"
"12239",PC Patel,,,
"12384",IHS Markit Asia Pte Ltd,,,
"12419",Dream 11,,,
"12259",ATC,,,
"14144",Inmobi,,,
"12386",Baosteel,,,
"12067",Mindbody inc.,,,
"12200",Midea Real Estate Holding,,,
"12542",Hindustan Unilever Limited,,,
"12342",United Health Group Inc,,,
"12309",RBL Bank Limited,,,
"12171",Londonmetric ,,,
"16463",Updater Services Limited,,,
"12255",ayushman bharat,,,
"12413",Aditya Birla Sun Life Commodity Equity Fund – Global Agri Plan,,,
"12054",Ultimate Software ,,,
"6727",Shalibhadra Fin.,Shalibhadra Finance Ltd,INE861D01011,
"14104",Doolally Beer ,,,
"12556",Chemcon Speciality Chemicals,,,
"12627",Himalaya Wellness,,,
"12489",Eagle Cement Corporation,,,
"12041",Glow Energy,,,
"12335",Black Buck,,,
"12587",ICICI Prudential Value Fund - Series 14 ,,,
"12604",ICICI Prudential Exports and Services Fund,,,
"12547",Buzzworks,,,
"12103",Antares pharma,,,
"12162",KELLOGG CO,,,
"12217",Tobacco Free Portfolio,,,
"12251",Niti Aayog,,,
"12636",Anupam Rasayan Limited,,,
"12096",Alumina,,,
"12278",Stanlib,,,
"15847",Turtlemint,,,
"12549",Marriott International,,,
"12153",EzeeFinanz,,,
"15903",HDFC Securities,,,
"12311",State Bank Of India,,,
"11762",Hanon System,,,
"14584",Navnit Insurance Brokering Pvt Ltd,,,
"12297",Carrier A/c,,,
"12266",Marshall Wace,,,
"13565",CG Power and Industrial Solutions,,,
"12337",Blackbaud Inc,,,
"11958",Nagarjuna Agri Tech Limited,,,
"15485",Fratelli Wines,,,
"12126",Karda Constructions Limited,,,
"17063",Asirvad Microfinance,,,
"12101",Mylan,,,
"12212",Lighthouse PE,,,
"12494",Hotelivate,,,
"14724",VBHC Value Homes Private Limited,,,
"12288",Small Finance Bank,,,
"14024",Serum Institute,,,
"12318",Nayara Energy,,,
"12196",CapitaLand Mall Trust,,,
"12125",Future Generali ,,,
"12245",Jana SFB,,,
"12520",DBS Bank,,,
"12394",Domino's Pizza Inc,,,
"12452",Mindspace REIT,,,
"12401",SAHMI,,,
"12546",CAMS,,,
"12296",Subway Franchisee,,,
"14175",ICICI Prudential FMCG ETF,,,
"12392",National Restaurant Association of India (NRAI) ,,,
"12124",Cerdian,,,
"12216",Gujarat Heavy Chemicals Ltd,,,
"12569",ICICI Prudential Bharat Consumption Fund,,,
"12460",Lithion Power,,,
"12350",Slack Technologies,,,
"12313",Maharashtra Cable Operator Foundation,,,
"16723",Blinkit,,,
"12263",Cotton Guru,,,
"12446",Citi Bank,,,
"12081",Netflix ,,,
"6885",RDB Rasayans Ltd,,INE123M01017,
"14204",CG Consumer Electricals,,,
"12561",Lockheed Martin,,,
"12630",Joyson Electronic,,,
"12538",Kotak Securities,,,
"12111",Ask Investment Managers,,,
"12358",Fusion Microfinance,,,
"12590",ICICI Prudential Equity Savings Fund,,,
"12626",Li Auto,,,
"12568",Solara Active Pharma Sciences Limited,,,
"12232",SAP,,,
"12213",Birla Estates,,,
"12221",Verizon,,,
"12338",Lifestar Pharma,,,
"12647",LafargeHolcim ,,,
"12128",Sai Life sciences,,,
"12301",Cholamandalam Financial Holdings Limited,,,
"16363",NCR developers,,,
"12571",ICICI Prudential Bharat Consumption Fund - Series 4,,,
"12154",Stories and Ideas (SME business consulting firm),,,
"16583",Protean Egov Technologies Limited,,,
"12422",Krazybee,,,
"11820",Charles Schwab Corp.,,,
"15563",Olectra Greentech Limited,,,
"12325",Dedicated Freight Corridor,,,
"12276",Zee5,,,
"14045",Waaree Energies,,,
"12399",Home Credit,,,
"11987",Hyatt Hotel,,,
"16107",Madhya Bharat Agro Products Limited,,,
"12132",BHP Biliton,,,
"17351",Happy Forgings Limited,,,
"12133",Alcoa,,,
"12345",Civica Rx,,,
"12499",Huhtamaki PPL Limited,,,
"14824",Nippon Japan Equity Fund,,,
"12357",Indo Hitech Appliances Limited,,,
"14103",Chevron (CVX US),,,
"12420",Tata Projects,,,
"12299",MGM Mineral Limited,,,
"12168",Aadhar Housing Finance Limited,,,
"12274",Ant Financial,,,
"12617",Viatris Inc,,,
"12448",Sumitomo Chemical India Ltd,,,
"12511",Ralph Lauren,,,
"12557",UTI Asset Management Company,,,
"12593",ICICI Prudential Value Fund - Series 12,,,
"12381",Jiahua Group,,,
"14683",TVS Supply Chain Solutions Limited,,,
"12480",Xander,,,
"12150",Action Tesa,,,
"12237",Cloudera,,,
"12586",ICICI Prudential Growth Fund - Series 3,,,
"12502",BP.L,,,
"12508",Boliden AB,,,
"12349",Shyam Steel,,,
"16983",Bank of China,,,
"12284",China Jinmao Group,,,
"12493",Ericsson India,,,
"12085",Anmol Ltd,,,
"7271",G E Power Ltd,,,
"14465",IIFL Coimbatore,,,
"12565",Northrop Grumman,,,
"13046",ESR Cayman Limited,,,
"12592",ICICI Prudential Large & Mid Cap Fund,,,
"12141",Anheuser-Busch InBev,,,
"12387",IIFL Wealth,,,
"12611",Steelmint,,,
"12632",Abaj Electronics,,,
"12578",ICICI Prudential Growth Fund - Series 1,,,
"12250",Prop Equity,,,
"12281",Bajaj Power,,,
"12322",Piramal Capital,,,
"12439",Equitas Small Finance Bank,,,
"12678",Krishna Institute Of Medical Sciences,,,
"12137",Quest Diagnostics Limited,,,
"12333",Zoom Video Communications,,,
"17346",OpenAI,,,
"12594",ICICI Prudential Value Fund - Series 16,,,
"12165",zhejiang pharma,,,
"16623",Fibro Grats Private Limited,,,
"12447",Somany Home Innovation Limited,,,
"12004",Devi Sea Foods Ltd,,,
"15631",Capillary Technologies,,,
"12412",Global Advantage Fund,,,
"12417",Reliance Japan Equity Fund,,,
"14166",Invesco China Technology ETF,,,
"12535",SSAB,,,
"11998",IREDA,,,
"16263",Corning,,,
"12267",OZ Capital,,,
"17643",AGI Greenpac Limited,,,
"12339",Cigna,,,
"12373",Puma India,,,
"12514",PSR Cinemas,,,
"15545",FLAME,,,
"12388",IRCTC,,,
"14223",Aether Industries ,,,
"12453",Home First Finance,,,
"12346",Spandana Sphoorty,,,
"12170",Capital & Regional,,,
"12289", SECURA Fund and Edelweiss ARC,,,
"12621",Indian Railway Finance Corporation,,,
"12477",Aditya Birla Sun Life PSU Equity Fund,,,
"12563",Pipeline Infra,,,
"12588",ICICI Prudential Bluechip Fund,,,
"12668",Indian Construction Equipment Manufacturers Association,,,
"12418",Cars 24,,,
"15503",Concord Enviro Systems,,,
"12536",Bajaj Consumer Care,,,
"12303",Kantar Consumer panel,,,
"12265",India Infrastructure Trust,,,
"12606",Eastman Exports,,,
"12533",EPack Durables Solutions,,,
"12599",ICICI Prudential Dividend Yield Equity Fund,,,
"12356",Appsflyer,,,
"17123",Akasa Air,,,
"12425",Reliance Digital,,,
"12544",Mahindra & Mahindra Financial Services Limited,,,
"12244",Ujjivan SFB,,,
"7358",Core Laboratories N.V.,,,
"14733",ICICI Prudential Gold ETF,,,
"12625",Molson,,,
"13144",Car Trade,,,
"12610",Hindustan Oil Exploration Company Limited,,,
"12169",NewRiver REIT,,,
"12398",Cube Highways,,,
"12638",Linde PLC,,,
"12907",Sea,,,
"13183",Jinko Solar,,,
"12428",Van Heusen,,,
"12282",CIFI Holdings ,,,
"12370",CPPIB India Advisors Private Limited,,,
"12505",ExlService Holdings Inc,,,
"13543",Intellismart Infra,,,
"12182",Uxin,,,
"12368",Renew Buy,,,
"17448",LONGi Green Energy Technology Co Ltd,,,
"12601",ICICI Prudential Value Fund - Series 20,,,
"12185",Eiffage ,,,
"17023",Numaligarh Refinery Limited ,,,
"12478",Parag Parikh Long Term Equity Fund,,,
"12110",Premier Mills,,,
"15963",ishares Cybersecurity and Tech ETF,,,
"12473",BCG,,,
"12643",Simpolo Group,,,
"14283",Jesons Industries Ltd,,,
"12548",Bharat Biotech,,,
"12070",Arcelomittal,,,
"16266",Simple Energy,,,
"12290",Capa India,,,
"18064",Endava PLC,,,
"12629",Fluence Energy,,,
"12374",V-Bazaar,,,
"12543",Hindustan Zinc Limited,,,
"15704",Avalon Technologies,,,
"12512",Jiomart,,,
"15124",UNO Minda Limited,,,
"12459",Burger King,,,
"12393",Carlsberg,,,
"12202",Faircent,,,
"12351",Ather Energy,,,
"12633",Meidong Auto,,,
"12506",Plastic Omnium,,,
"12573",ICICI Prudential Regular Savings Fund,,,
"12654",Niu Technologies,,,
"12739",Conagra Brands,,,
"12509",My Steel,,,
"15663",Spectrum Pharmatech,,,
"12614",Nuvoco Vistas,,,
"12304",PWC,,,
"12272",Claremont McKenna university,,,
"13703",Tata Steel BSL,,,
"12580",ICICI Prudential Long Term Equity Fund (Tax Saving),,,
"12670",Suryoday Small Finance Bank,,,
"12504",FMC Corporation,,,
"18004",Varmora Granito Private Limited,,,
"12457",Amicus Capital,,,
"12575",ICICI Prudential Balanced Advantage Fund,,,
"12275",Shanghai Fosun Pharma,,,
"7737",Sheela Foams Ltd,,,
"15087",Rebel Foods,,,
"12639",Air Products & Chemicals Inc,,,
"13663",Rategain,,,
"12623",Shanghai CIty,,,
"12192", Humanwell Healthcare ,,,
"12449",Miraj Cinemas,,,
"12766",KFin Technologies Private Limited,,,
"13125",NAVER Corp,,,
"13383",Chemspec Chemicals,,,
"12443",Corteva Inc,,,
"12300",S N Mohanty group,,,
"12407",Naturgy,,,
"12517",Manyavar,,,
"14643",Meesho,,,
"12293",Emaar Developmet,,,
"12438",Adani Group,,,
"17664",Insurance Samadhan Limited,,,
"13303",Ami Organics,,,
"12194",Swiss Re,,,
"17943",Imagine Marketing Limited,,,
"12497",JLL Hospitality,,,
"12118",Loesche,,,
"15983",Takeda Pharma,,,
"12491",Anhui Conch,,,
"12659",Aditya Birla Life Insurance,,,
"15063",Earth Rhythm,,,
"12577",ICICI Prudential India Opportunities Fund,,,
"12121",KLA-Tencor Corp,,,
"16447",Tiger Logistics Limited,,,
"12332",Cement Corporation Of India,,,
"18166",Value Plus,,,
"12650",NIO,,,
"12389",PNGRB,,,
"12559",Max Ventures & Industries,,,
"16114",Carysil Limited,,,
"12555",Angel Broking ,,,
"15223",Mitsu Chem Plast Limited,,,
"12462",Wills Towers Watson,,,
"12424",Home Capital,,,
"12305",H.G.Infra Engineering Limited,,,
"12376",Haldiram,,,
"12702",Honasa Consumer,,,
"12655",Yadea Group,,,
"12640",Oriental Aromatics,,,
"12843",Goodix Technology,,,
"14164",Elin Electronics,,,
"12764",Ravinder Heights Limited,,,
"15845",ShareChat,,,
"12653",Tenga Nasional,,,
"12454",Mecon Limited,,,
"12316",JLL,,,
"14423",API Holdings,,,
"12613",Herenba Industries,,,
"12944",Singtel,,,
"12510",Bodhi Tree,,,
"18067",NIPPON INDIA ETF NIFTY BANK BEES,,,
"12488",BBMG,,,
"12660",Fermenta Biotech Limited,,,
"12404",Largan Precision Co Ltd ,,,
"7936",Galaxy Surfactants Ltd,,,
"15428",ICICI Prudential Nifty Private Bank ETF,,,
"12943",Aditya Birla Asset Management Company,,,
"14170",ICICI Prudential Nifty ETF,,,
"12624",Early Salary,,,
"12207",Studdus,,,
"12581",ICICI Prudential Smallcap Fund,,,
"13567",Volttic,,,
"14043",Godavari Biorefineries,,,
"14003",Data Patterns ,,,
"12444",Ritu Kumar,,,
"12320",Naukri.com,,,
"12415",ICICI Prudential US Bluechip Equity Fund,,,
"12525",TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD ADR,,,
"15086",Daily Hunt,,,
"12354",Panasonic Energy,,,
"12469",Comfirst India,,,
"17906",Konstelec Engineers Limited,,,
"13688",Loadshare ,,,
"12199",Derwent London ,,,
"18204",B&k Wealth Management Pvt Ltd,,,
"12521",Bob Cards,,,
"12218",YouTube,,,
"16883",LetsShave ,,,
"12515","3M Co Com",,,
"12672",Valvoline,,,
"15425",DSP 10Y G-Sec Fund,,,
"12607",Palantir Tech,,,
"12222",Globant,,,
"16933",Chow Tai Fook ,,,
"12348",Fern Hotels Limited,,,
"19246",GK ENERGY MARKETERS PRIVATE LIMITED,,,
"12667",Auto1Group,,,
"12395",Altria Group Inc,,,
"12596",ICICI Prudential Value Fund - Series 18 ,,,
"16265",Log9 Materials,,,
"12564",Reliance Entertainment,,,
"15444",Rashtriya Chemicals and Fertilizers Limited,,,
"12471",Green Panel Industries,,,
"13343",Devyani International Limited,,,
"12380",Maanshan Iron & Steel Co Ltd,,,
"12421",CRED,,,
"12747",GE T&D India Limited,,,
"12663",InPost,,,
"12803",Sculptor Capital,,,
"14124",Addendum Maharashtra Seamless Ltd,,,
"14756",SBI Overnight Fund,,,
"12904",Biological E,,,
"16867",Capgemini,,,
"12671",Landmark Group,,,
"12485",Birlasoft Limited,,,
"12319",Zestmoney,,,
"14503",Motherson Sumi Wiring India Limited,,,
"12649",Ease My Trip,,,
"15083",Livspace,,,
"12523",ASPEN TECHNOLOGY INC,,,
"18306",Krystal Integrated Services Limited,,,
"12700",Orbia Advance Corporation,,,
"13023",Glenmark Life Science,,,
"12409",Vinci,,,
"7956",Core Education & Technologies Ltd,,INE247G01024,
"15508",Tata Cliq,,,
"13003",Sona Comstar,,,
"14486",Restaurant Brands Asia Ltd,,,
"12740",Mapletree Logistics Trust,,,
"12238",Durga Construction,,,
"13625",Devon Energy ,,,
"13783",Latent View Analytics Limited,,,
"14044",Sahajanand Medical Technologies,,,
"14323",iShares Core MSCI Emerging Markets ETF,,,
"12475",Autocar,,,
"12344",Cloudnine Hospitals,,,
"12430",Azure Power Global Ltd,,,
"12539",IDFC First Bank Limited,,,
"16067",TATA AIG General Insurance,,,
"12372",KKR India Asser Finance PrivateLimited,,,
"12530",Nalanda Investments,,,
"18906",Shadowfax Technologies Limited,,,
"14173",ICICI Prudential Nifty Low Vol 30 ETF,,,
"12219",Anarock Consultants ,,,
"18223",Lavoro Limited,,,
"13145",Aptus Value Housing Finance,,,
"12310",Vodafone Idea Limited,,,
"16926",Yue Yuen Industrials ,,,
"12566",Procter & Gamble Health Limited,,,
"12699",Ascendas India Trust,,,
"16104",Zaggle,,,
"12612",M3,,,
"12411",CSB Bnk,,,
"17929",DEE Piping Systems,,,
"12377",Hunan Valin Steel Co Ltd,,,
"5908",AllianceTyre ,,,
"14046",UTI Transportation & Logistic Fund ,,,
"12637",Ningbo Xusheng Auto Technology,,,
"14163",Wellness Forever ,,,
"16426",ICICI Prudential Nifty PSU Bank ETF,,,
"12584",ICICI Prudential Retirement Fund - Hybrid Conservative Plan,,,
"15705",TRADEWEB MARKETS INC,,,
"12481",Black Rose Industries,,,
"14147",Sony India,,,
"12442",Future Focus,,,
"12501","Contemporary Amperex Technology Co., Limited ( CATL) ",,,
"13224",Windlas Biotech,,,
"12664",Sun Mobility,,,
"15524",ESDS Software Solution,,,
"14148",Droom,,,
"14843",Macleods Pharmaceuticals,,,
"13403",Sansera Engineering,,,
"17443",Samara Capital,,,
"12744",Coforge Limited,,,
"12553",Danone,,,
"12343",Shriram Properties Ltd,,,
"14523",Jumbotail,,,
"14048",Foxconn India ,,,
"15283",RPSG Ventures Ltd,,,
"12645",Laxmi Organics,,,
"19564",DAM Capital Advisors Limited,,,
"12746",Strides Pharma Science Limited,,,
"13223",Meghmani Finechem,,,
"12458",Arconic,,,
"7968",Alfa Analysis,,,
"16130",Global Surfaces Limited,,,
"14083",GPT Healthcare ,,,
"14623",Reliance New Energy Limited,,,
"13483",BharatPe,,,
"12252",ASA International,,,
"14176",ICICI Prudential Alpha Low Vol 30 ETF,,,
"13883",MRS BECTORS FOOD,,,
"14903",Zast Logisolution,,,
"14543",Hariom Pipe Industries Ltd,,,
"12496",Bajaj Life & General Insurance,,,
"12375",Pharm easy group,,,
"12466",Cyril Amarchand Mangaldas,,,
"12619",Railtel Limited,,,
"17464",Massachusetts Mutual Life Insurance Company,,,
"12385",Hyundai Steel Co,,,
"12541",Dishman Carbogen Amcis Limited,,,
"19643",iD Fresh Foods,,,
"14364",NJ Group,,,
"12254",Bosch Home Appliances,,,
"18444",Titagarh Rail Systems Limited,,,
"13644",PB Fintech,,,
"12461",STR Hotels,,,
"17383",JSW Paints Private Limited,,,
"12589",ICICI Prudential Manufacture in India Fund,,,
"12844",Utkarsh Small Finance Bank,,,
"16106",Cardekho,,,
"13243",Arohan MFI ,,,
"12479",Garware Technical Fibre,,,
"18065",CRE Matrix,,,
"12528",IGX,,,
"5960",Shoppers' Stop,Shoppers Stop Ltd,INE498B01024,
"14165",iShares Latin America 40 ETF,,,
"12646",CONOCOPHILLIPS,,,
"15027",Lenskart,,,
"16730",Redcliffe Labs,,,
"13624",Paisalo Digital Ltd,,,
"16066",Lloyd,,,
"12482",Mapletree Industrial Trust,,,
"14178",JK Files & Engineering,,,
"12464",Patnaik Minerals Private Limited,,,
"12534",Jaguar Land Rover,,,
"14183",Skanray technologies,,,
"12669",Napino Auto,,,
"15630",ICICI Prudential Commodities ETF,,,
"14177",ICICI Prudential Healthcare ETF,,,
"15245",WAPCOS Limited,,,
"13406",BAYER AG,,,
"18104",Allcargo Gati Limited,,,
"12947",Accelya Solution,,,
"13203",SHERWIN-WILLIAMS CO,,,
"12365",Percept Limited,,,
"14524",Lotus Herbals ,,,
"15026",Curefit,,,
"15547",Lokmanya Hospital,,,
"12674",Sona BLW,,,
"5881",Lucky Cements,,,
"13163",Shriram Housing Finance,,,
"14744",Parag Parikh Flexi Cap Fund,,,
"12487",Aluminum Corporation Of China Ltd,,,
"8092",Axis cades eng. tech. Ltd,,,
"16384",Llyod,,,
"14179",Emudhra ,,,
"14624",Punjab Logistics Infrastructure Ltd,,,
"13726",Medplus Health Retail,,,
"12269",Morningside Venture Capital,,,
"14383",Ethos Limited,,,
"14583",iShares Global Clean Energy ETF,,,
"15085",WOW Momos,,,
"14825",PDS Limited,,,
"14145",Arihant Superstructures Ltd,,,
"12382",Shanghai Chengji Machinery Engineering,,,
"12495",Chalco,,,
"13363",Penna Cement Ltd,,,
"17483",Huntington Ingalls Industries Inc,,,
"12406",Freedom Foods Group Limited,,,
"12545",Foxconn International Holding,,,
"6175",Mayur Uniquote,Mayur Uniquoters Ltd,INE040D01038,
"14885",ROCKWELL AUTOMATION INC,,,
"12285",Summarecon Agung,,,
"5923",Allahabad Bank,Allahabad Bank,INE428A01015,
"14023",IndiGrid InvIT,,,
"12472",Shop X,,,
"19243",Milky Mist Dairy Food Private Limited,,,
"12591",ICICI Prudential Midcap Fund,,,
"14485",Sastasundar Ventures,,,
"16129",Udayshivakumar Infra Limited,,,
"13423",Revolt Motors ,,,
"12492",Constellation Brands,,,
"18426",Platinum Industries Limited,,,
"12582",ICICI Prudential Retirement Fund - Pure Equity Plan,,,
"6485",Hinduja Leyland Finance Ltd,,,
"14663",CMR Green Technologies,,,
"12743",India Pesticides Limited,,,
"15844",Greenko,,,
"17384",Manash Lifestyle Private Limited,,,
"13687",Sapphire Foods,,,
"16111",Epsilon Carbon,,,
"12572",ICICI Prudential Long Term Wealth Enhancement Fund,,,
"14703",Custiv,,,
"12631",Power Grid Invit,,,
"12560",MSTC Limited,,,
"14363",Fairchem Organics Ltd,,,
"13165",SK IE Technology,,,
"15863",IKIO Lighting Limited,,,
"14187",PCBL Ltd,,,
"15505",Borosil Renewables Limited,,,
"13686",Go Fashion,,,
"19623",Laxmi Dental Limited,,,
"13405",GLOB,,,
"14063",HONEYWELL INTERNATIONAL INC,,,
"12396",Air Asia,,,
"14727",ICICI Prudential Banking & PSU Debt Fund,,,
"16184",Portea Medical,,,
"16946",OCBC Bank,,,
"12906",Frontline Shipping,,,
"6084",Marico,Marico Ltd,INE196A01026,NMRCO IN Equity
"13164",Mitra Keluarga Karyasehat,,,
"14749",SBI Contra Fund,,,
"12532",VP Bank,,,
"8321",Glodyne Technoserve Ltd,Glodyne Technoserve Ltd,INE932G01021,
"16925",KEYSIGHT TECHNOLOGIES INC,,,
"14525",India Gold,,,
"14723",Syrma Sgs Technology Limited,,,
"14143",FRESH WORK,,,
"12307",Liases Foras,,,
"14754",HDFC Ultra Short Term Fund,,,
"16784",StarHub,,,
"15144",Daejoo Electronic Materials,,,
"15943",PT Adaro Energy Indonesia,,,
"14174",ICICI Prudential Consumption ETF,,,
"12403",Medallia ,,,
"12983",WeWork,,,
"13765",IXIGO,,,
"17703",Hero Future Energies Pvt Ltd,,,
"12410",GreenTech Olectra,,,
"12574",ICICI Prudential Value Fund - Series 15,,,
"6242",Pokarna,Pokarna Ltd,INE637C01017,
"15263",Inorbit Malls,,,
"12359",Crowdstrike,,,
"6127",Frontline Corp,Frontline  Corporation Ltd,,
"14167",iShares MSCI Japan ETF,,,
"12513",IPRS,,,
"5928",Cambridge Soluti,Cambridge Solutions Ltd,INE692G01013,NCAMB IN Equity
"12963",Torrent Gas,,,
"14965",Bharat FIH,,,
"16868",TaskUs,,,
"13684",RAYTHEON TECHNOLOGIES CORP,,,
"12551",Happiest Mind,,,
"18763",Avanse Financial Services Limited,,,
"12701",Ultra Electronics,,,
"6514",Bridge Securitie,Bridge Securities Ltd,INE958C01017,
"14763",Royal Finserv ,,,
"13045",MASCO CORP,,,
"16943",ANZ,,,
"18383",Finelistings Technologies Limited,,,
"13983",Delhivery Limited,,,
"17503",Polymatech Electronics Private Limited,,,
"12605",ICICI Prudential Child Care Fund (Gift Plan),,,
"15483",Concord Biotech,,,
"12635",Chongqing Changan Automobile ,,,
"12608",Asana,,,
"14743",Invesco India Contra Fund,,,
"13265",Nordea Bank,,,
"17543",Mercedes-Benz India,,,
"14324",Slice Cards,,,
"15743",Rishabh Instruments Limited,,,
"13863",Caratlane,,,
"6029",IIFL CONF 2016,,,
"13685",METRO BRANDS,,,
"14169",iShares MSCI Russia ETF,,,
"12423",Rupeek,,,
"14883",DreamFolks,,,
"16846",Kauvery Hospital,,,
"17927",Firstcry,,,
"13246",Asia Commercial Bank,,,
"6111",Orient Textile,,,
"13245",Hang Seng Bank Ltd,,,
"16103",Bharat Highways INVIT,,,
"12641",MTAR,,,
"8545",Times Group,,,
"17504",Nippon Steel Corporation,,,
"14753",HDFC Low Duration Fund,,,
"15804",Lets Transport,,,
"14741",Nippon India ETF Hangseng Bees,,,
"12379",S Oil,,,
"14785",Navi Technologies,,,
"16903",Ummeed Housing Finance,,,
"15763",GMCC India,,,
"17349",Mokobara Lifestyle Private Limited,,,
"14186",Hitachi Energy,,,
"12432",Datadog,,,
"13047",Savills India,,,
"14150",Aramco ,,,
"18427",Juniper Hotels Limited,,,
"12429",Estee Lauder India,,,
"12595",ICICI Prudential Value Fund - Series 17,,,
"6442",VMF Soft Tech,VMF Soft Tech Ltd,,
"16109",India Family Mart ,,,
"12526",Almirall,,,
"6279",NCL Inds.,NCL Industries Ltd,INE732C01016,
"14443",VanEck Gold Miners ETF,,,
"12622",SAIC Motor,,,
"6182",Reliance Inds,Reliance Industries Ltd,INE002A01018,NRIL IN Equity
"13690",Tarson,,,
"15003",Ball Corporation,,,
"5888",Thermax,Thermax Ltd,INE152A01029,NTMX IN Equity
"13923",Inspira Enterprise India,,,
"12576",ICICI Prudential Multi-Asset Fund,,,
"18884",Inox Wind Energy Ltd,,,
"13103",Orchid Pharma Limited,,,
"6706",Kesoram Inds,Kesoram Industries Ltd,INE087A01019,NKSI IN Equity
"15423",ICICI Prudential Nifty Auto ETF,,,
"13744",KEURIG DR PEPPER INC,,,
"17803",TechnologyOne Ltd,,,
"18885",BEL,,,
"14146",Blackstone,,,
"17863",Next Infra Trust,,,
"12657",Ciena Corp,,,
"16346",SPYKAR LIFESTYLES PRIVATE LIMITED,,,
"13563",SJS Enterprise,,,
"12644",CF Industries Holdings Inc,,,
"15364",ALLEGION PLC,,,
"13503",Expleo Solutions Limited,,,
"18123",MEDUSA BEVERAGES PRIVATE LIMITED,,,
"14449",Fabindia,,,
"16003",AMRI Hospital,,,
"14806",ONDC,,,
"6503",Mandhana Industries ,,,
"14734",ICICI Prudential Medium Term Bond Fund,,,
"15865",Vardhman Special Steels Limited,,,
"12883",Valiant Organics Limited,,,
"14884",TRANSUNION,,,
"18143",Finova Capital ,,,
"18483",Credit Saison,,,
"13523",Anand Rathi Wealth Limited,,,
"6207",Suditi Inds.,Suditi Industries Ltd,INE691D01012,
"14123",Mahindra Rural Housing Finance Limited,,,
"16543",Care Health Insurance Limited,,,
"12903",Bajaj General,,,
"8682",Aditya Birla Group,Aditya Birla Group,,
"17523",Randstad India Private Limited,,,
"15643",Yashodha Hospital,,,
"15945",Baidu Inc,,,
"15526",Indraprastha Medical Corporation Limited,,,
"12433",Bazaar Style Limited,,,
"15145",Annapurna Swadisht Limited,,,
"17284",EXICOM TELE-SYSTEMS LIMITED,,,
"16603",Dunzo,,,
"17423",Thoughtworks Technologies India Private Limited,,,
"14447",ETSY INC,,,
"12440",CIDCO,,,
"13603",Paradeep Phosphates,,,
"14739",ICICI Prudential FMCG Fund,,,
"19324",JA Solar Holdings Co Ltd,,,
"12490",China National Building Materials,,,
"12609",Bajaj Healthcare,,,
"6488",M T Educare Ltd,,,
"16110",MONOLITHIC POWER SYSTEMS INC,,,
"12529",Zoominfo,,,
"6446",Bisleri Gujarat,Bisleri Gujarat Ltd,,
"14444",COSTAR GROUP INC,,,
"12634",Clariant AG,,,
"6209",Feedback Infra,,,
"13963",Five Star Business Finance,,,
"15543",Dharmaj Crop Guard Limited,,,
"5958",Pittie Finance,Pittie Finance Ltd,,
"14168",iShares MSCI Intl Quality Factor ETF,,,
"12579",ICICI Prudential Banking & Financial Services Fund,,,
"18904",Lonza Group Limited,,,
"13465",Toyo Springs Limited,,,
"7058",Aegis Logistics,Aegis Logistics Ltd,INE208C01025,
"15424",ICICI Prudential Nifty Bank ETF,,,
"13843",FSN E-commerce Ventures Limited,,,
"18463",Veritaas Advertising Limited,,,
"19385",Jakson Group,,,
"14730",ICICI Prudential Credit Risk Fund,,,
"18663",Nissan Motor Co. Limited,,,
"12946",Doordash,,,
"16664",RedTape Limited,,,
"13623",Heranba Industries Ltd,,,
"12675",Tyler Technologies Inc,,,
"15843",Tri Gas,,,
"13691",Disney,,,
"18705",ECOS (INDIA) MOBILITY & HOSPITALITY PRIVATE LIMITED,,,
"15067",Spinny,,,
"16123",Healthians,,,
"15823",Samunnati,,,
"6585",ABG Infralogistics Ltd,ABG Infralogistics Ltd,INE580C01019,
"14943",Games24*7,,,
"16004",Blue Jet Healthcare ,,,
"12884",Shrem Infrastructure Limited,,,
"15146",Tencent,,,
"18784",Bigmint Technologies Private Limited,,,
"18703",Vertoz Advertising Limited,,,
"13924",Tamil Nadu Mercantile Bank,,,
"6211",Genelec,Genelec Ltd,,
"15465",ishares Core S&P Small-Cap ETF,,,
"17603",Zinnov,,,
"13903",Exide Leclanche Energy Pvt Ltd,,,
"8720",JHS Svendgaard,JHS Svendgaard Laboratories Ltd,INE544H01014,
"17683",ICICI Prudential Innovation Fund,,,
"16725",Data Infrastructure Trust,,,
"16663",Gujarat Alkalies & Chemicals Limited,,,
"15864",Gravita India Limited,,,
"12468",Value First,,,
"15163",Dhoot Transmission,,,
"18163",Rmkv Silks Private Limited,,,
"16726",Yasho Industries Limited,,,
"17904",Gopal Snacks Limited,,,
"14844",Carsome,,,
"12467",Star Bazaar,,,
"13724",Fino Payments Bank,,,
"15103",Patanjali Foods,,,
"19387",Paras Healthcare Limited,,,
"12518",Lxigo,,,
"12618",JSW Ispath,,,
"6518",Greatship India ,,,
"16203",Ratnagiri Refinery & Petrochemicals Limited,,,
"12550",Metocast Network,,,
"6548",HFCL Infotel,HFCL Infotel Ltd,,
"14446",ECOLAB INC,,,
"13123",S H Kelkar and Company,,,
"6280",Mumbai Metro Rail Corporation Ltd,,,
"14149",BCL Industries Ltd ,,,
"15805",Likhitha Infrastructure Limited,,,
"6104",Indian Terrain Fashion Ltd,,,
